Soil_Type;Soil_pH;Soil_Moisture;Organic_Carbon;Electrical_Conductivity;Nitrogen_Level;Phosphorus_Level;Potassium_Level;Temperature;Humidity;Rainfall;Crop_Type;Crop_Growth_Stage;Season;Irrigation_Type;Previous_Crop;Region;Fertilizer_Used_Last_Season;Yield_Last_Season;Recommended_Fertilizer
Sandy;577;4904;32;74;114;28;25;1391;7361;273672;Rice;Vegetative;Zaid;Canal;Wheat;South;5089;136;DAP
Clay;61;4845;85;238;98;28;66;3375;3018;60988;Cotton;Harvest;Kharif;Canal;Potato;East;13703;421;DAP
Loamy;51;2771;112;78;55;21;28;2432;7107;51181;Wheat;Flowering;Zaid;Drip;Tomato;Central;29755;73;Urea
Clay;651;4471;118;42;146;22;104;2619;7107;22586;Maize;Sowing;Zaid;Sprinkler;Cotton;West;27775;521;DAP
Loamy;771;5706;28;285;109;59;22;2124;3373;151856;Rice;Flowering;Zaid;Drip;Wheat;South;21174;59;MOP
Sandy;627;4128;64;191;113;76;29;1632;5563;99554;Rice;Flowering;Kharif;Canal;Sugarcane;South;17308;722;MOP
Clay;646;1742;57;27;108;85;116;1282;3472;68122;Cotton;Vegetative;Rabi;Sprinkler;Potato;North;22713;202;NPK
Clay;79;4399;34;28;151;40;85;1228;4145;222222;Wheat;Harvest;Zaid;Drip;Wheat;Central;29521;537;Zinc Sulphate
Loamy;732;1525;67;188;31;86;58;1555;5939;143061;Cotton;Harvest;Rabi;Drip;Tomato;East;5756;226;Urea
Clay;646;5361;59;167;80;32;35;3551;3072;87033;Potato;Harvest;Zaid;Sprinkler;Cotton;West;11893;65;DAP
Loamy;553;3583;102;3;138;86;44;165;357;284148;Potato;Sowing;Zaid;Canal;Potato;West;2988;637;Zinc Sulphate
Loamy;804;2926;135;75;28;79;50;2064;351;177098;Sugarcane;Harvest;Zaid;Rainfed;Rice;North;20108;155;Urea
Loamy;681;1285;79;279;44;67;19;2718;3747;118904;Wheat;Vegetative;Rabi;Canal;Sugarcane;South;23273;761;Urea
Loamy;538;2904;117;176;73;76;85;2534;3299;221504;Maize;Harvest;Zaid;Sprinkler;Maize;Central;23846;377;Compost
Sandy;558;5516;39;138;131;80;33;2997;6672;15900;Sugarcane;Vegetative;Zaid;Drip;Wheat;East;1488;184;MOP
Loamy;771;1105;136;83;60;19;82;1583;4072;22637;Cotton;Vegetative;Kharif;Rainfed;Tomato;South;28525;266;DAP
Silt;468;3373;4;49;69;77;78;2572;8176;255377;Cotton;Vegetative;Rabi;Rainfed;Rice;East;9112;734;Compost
Clay;847;5656;45;127;136;53;40;3303;8309;38577;Tomato;Flowering;Kharif;Drip;Potato;East;25282;442;Zinc Sulphate
Silt;502;2974;34;277;154;79;63;2163;7146;297019;Wheat;Sowing;Rabi;Drip;Sugarcane;Central;18788;573;Compost
Sandy;768;3141;6;24;46;80;67;3916;339;117926;Wheat;Harvest;Rabi;Canal;Maize;South;1219;415;Urea
Silt;608;3893;92;297;130;17;107;2734;835;166955;Potato;Flowering;Rabi;Canal;Maize;Central;16978;17;DAP
Clay;647;3315;148;7;74;37;69;3024;5512;299872;Potato;Sowing;Kharif;Rainfed;Potato;North;18327;555;DAP
Silt;802;1843;123;129;126;64;118;2377;4087;95377;Cotton;Sowing;Rabi;Sprinkler;Tomato;North;14092;799;Zinc Sulphate
Sandy;615;1093;69;23;153;76;20;3574;7673;149548;Rice;Harvest;Zaid;Canal;Wheat;North;12623;462;MOP
Loamy;665;4049;95;18;25;86;82;2354;508;23137;Maize;Flowering;Rabi;Rainfed;Maize;East;16091;255;Urea
Silt;47;5604;101;15;37;48;95;3827;6036;150756;Wheat;Harvest;Rabi;Rainfed;Wheat;South;25913;291;Urea
Sandy;451;1532;127;203;71;42;49;1922;7458;11347;Potato;Harvest;Rabi;Canal;Wheat;West;22812;273;Compost
Sandy;548;2055;116;167;100;89;64;3597;3607;53776;Rice;Sowing;Zaid;Drip;Sugarcane;West;7033;761;Compost
Clay;722;2851;94;125;152;84;56;2918;4017;163655;Cotton;Sowing;Zaid;Sprinkler;Rice;North;24162;767;NPK
Clay;499;5044;107;224;35;38;101;3397;8811;174489;Potato;Flowering;Rabi;Sprinkler;Sugarcane;North;28204;30;Urea
Silt;496;2346;117;17;40;26;70;1113;7281;8519;Cotton;Harvest;Rabi;Drip;Sugarcane;West;28957;105;Urea
Loamy;614;541;37;167;58;46;89;1832;4387;11349;Rice;Vegetative;Zaid;Drip;Cotton;North;15158;321;Urea
Sandy;709;1275;46;43;56;15;83;3541;6443;103614;Cotton;Sowing;Zaid;Rainfed;Cotton;North;27923;498;Urea
Silt;735;5705;11;136;72;55;43;1955;4128;139663;Maize;Sowing;Rabi;Canal;Potato;North;9189;673;MOP
Sandy;521;3804;131;239;93;23;71;3138;8193;243507;Tomato;Sowing;Zaid;Rainfed;Wheat;North;14988;392;DAP
Sandy;482;4294;73;51;51;46;88;3977;5692;113121;Rice;Vegetative;Kharif;Canal;Rice;East;17669;439;Urea
Loamy;826;2838;147;281;44;85;91;1532;7841;96286;Maize;Flowering;Zaid;Drip;Maize;North;9569;189;Urea
Loamy;554;491;48;268;83;38;54;2253;8831;255158;Wheat;Vegetative;Zaid;Rainfed;Rice;West;22211;501;DAP
Silt;791;1833;74;13;122;58;104;1495;8885;247104;Tomato;Harvest;Kharif;Sprinkler;Potato;South;15284;531;Zinc Sulphate
Loamy;795;1245;69;12;121;11;14;1463;3826;242123;Sugarcane;Harvest;Zaid;Rainfed;Maize;Central;8204;197;DAP
Loamy;759;2978;141;239;57;79;60;2899;8669;227974;Tomato;Harvest;Kharif;Drip;Potato;West;18174;322;Urea
Silt;518;5268;57;265;111;79;106;1574;4622;268841;Maize;Sowing;Kharif;Rainfed;Tomato;South;12169;30;Compost
Loamy;779;4775;81;61;98;74;67;2448;5158;219703;Tomato;Harvest;Zaid;Rainfed;Wheat;West;28526;719;Compost
Clay;758;3586;44;276;155;55;102;3934;3378;67432;Sugarcane;Vegetative;Rabi;Canal;Rice;North;25641;50;NPK
Sandy;689;3861;88;275;20;72;12;1999;6874;29233;Cotton;Harvest;Kharif;Rainfed;Sugarcane;West;2545;595;Urea
Sandy;585;1649;131;147;78;30;32;3621;6865;70922;Maize;Harvest;Kharif;Sprinkler;Potato;North;21068;388;DAP
Sandy;555;5203;6;241;54;36;19;2189;7662;122099;Maize;Harvest;Rabi;Canal;Tomato;Central;7421;374;Urea
Sandy;499;4935;125;139;35;72;56;1789;8678;34822;Cotton;Flowering;Zaid;Canal;Cotton;West;1614;318;Urea
Silt;654;4282;138;174;24;32;41;2009;5569;23196;Potato;Harvest;Rabi;Sprinkler;Maize;West;21201;275;Urea
Sandy;684;3331;29;103;99;48;57;1383;5445;199567;Maize;Vegetative;Rabi;Drip;Wheat;Central;9964;775;NPK
Sandy;594;5822;118;56;40;67;36;3037;6835;221039;Cotton;Sowing;Kharif;Canal;Wheat;East;15058;404;Urea
Sandy;64;5395;53;226;77;54;45;2527;7004;46821;Wheat;Harvest;Rabi;Canal;Sugarcane;South;17043;34;NPK
Sandy;595;4222;43;1;76;23;97;2841;5671;112056;Tomato;Vegetative;Rabi;Rainfed;Wheat;Central;25855;351;DAP
Clay;706;2859;98;178;158;31;63;1909;8516;148635;Tomato;Harvest;Rabi;Rainfed;Rice;West;14514;354;DAP
Sandy;811;409;112;261;90;26;29;296;3313;188726;Rice;Flowering;Zaid;Drip;Potato;North;13733;225;DAP
Clay;516;3877;71;74;140;38;12;1494;7538;244776;Potato;Sowing;Rabi;Canal;Cotton;South;23146;243;DAP
Silt;603;2971;25;107;155;47;78;2957;4248;293542;Potato;Flowering;Zaid;Sprinkler;Rice;Central;13512;566;MOP
Loamy;506;2533;138;18;127;40;12;1243;5972;43017;Maize;Vegetative;Zaid;Drip;Rice;West;747;11;MOP
Sandy;70;3035;115;82;57;67;49;2201;8109;19966;Wheat;Vegetative;Rabi;Drip;Sugarcane;East;2465;611;Urea
Loamy;742;387;55;256;98;26;69;2829;4978;5776;Rice;Flowering;Zaid;Sprinkler;Sugarcane;South;14235;221;DAP
Loamy;823;3141;85;116;69;32;79;3566;8398;103964;Tomato;Vegetative;Zaid;Drip;Maize;South;29667;651;DAP
Silt;562;2318;24;179;108;29;88;3437;5704;236173;Maize;Flowering;Rabi;Canal;Tomato;West;1767;34;DAP
Loamy;83;4805;64;76;83;85;79;2581;7217;298348;Wheat;Vegetative;Zaid;Rainfed;Wheat;Central;6605;195;Zinc Sulphate
Clay;475;3657;88;22;144;13;32;365;7336;167414;Maize;Harvest;Rabi;Rainfed;Maize;South;24076;632;DAP
Loamy;691;1338;87;6;149;82;69;2518;4565;118873;Rice;Flowering;Kharif;Canal;Sugarcane;Central;14442;42;SSP
Loamy;473;2842;47;23;159;84;39;2552;8404;79947;Maize;Flowering;Kharif;Sprinkler;Maize;West;8075;222;MOP
Loamy;808;5425;121;146;100;58;48;3162;3748;239109;Cotton;Vegetative;Rabi;Canal;Cotton;South;18926;527;Zinc Sulphate
Sandy;662;4776;59;18;97;35;49;3633;654;273041;Tomato;Harvest;Zaid;Sprinkler;Rice;South;11222;522;DAP
Sandy;718;2616;95;23;29;41;57;2808;8574;257602;Wheat;Harvest;Kharif;Sprinkler;Sugarcane;South;28482;538;Urea
Clay;783;5691;55;36;63;37;94;3833;3186;162714;Maize;Vegetative;Rabi;Rainfed;Wheat;North;22522;294;DAP
Clay;51;1383;75;151;59;60;54;1698;6188;184966;Cotton;Harvest;Rabi;Drip;Sugarcane;East;15371;103;Urea
Sandy;465;5806;47;242;128;49;46;3773;4479;254254;Tomato;Harvest;Kharif;Sprinkler;Tomato;West;24251;628;Compost
Clay;802;2229;102;192;89;46;31;1665;4155;280079;Tomato;Flowering;Kharif;Sprinkler;Sugarcane;West;16602;11;MOP
Sandy;576;1045;75;4;50;60;61;2579;4403;282922;Potato;Flowering;Kharif;Drip;Rice;North;28014;314;Urea
Silt;502;3169;22;267;56;66;11;3388;8416;213138;Rice;Harvest;Zaid;Sprinkler;Wheat;South;2280;319;Urea
Loamy;637;2795;24;276;128;89;23;3405;5553;73671;Potato;Flowering;Rabi;Sprinkler;Maize;Central;29469;262;MOP
Loamy;689;3695;81;104;116;81;27;1834;4415;107637;Rice;Sowing;Zaid;Rainfed;Potato;North;1348;356;MOP
Clay;462;4984;44;189;90;76;59;3958;8565;94543;Tomato;Vegetative;Rabi;Rainfed;Potato;South;25722;637;Compost
Sandy;56;5212;96;153;57;12;24;1242;493;68573;Potato;Vegetative;Kharif;Canal;Wheat;North;12043;643;Urea
Sandy;463;3006;73;283;27;83;46;1104;7341;90213;Cotton;Flowering;Zaid;Sprinkler;Maize;East;13479;189;Urea
Clay;618;3149;105;158;53;72;11;3525;6223;263564;Rice;Flowering;Zaid;Canal;Maize;North;11052;661;Urea
Sandy;808;1741;144;288;36;21;116;3457;7075;235694;Cotton;Vegetative;Rabi;Rainfed;Sugarcane;North;25937;189;Urea
Silt;843;1238;89;68;113;88;93;3138;4096;32246;Potato;Flowering;Kharif;Sprinkler;Sugarcane;South;2751;658;Zinc Sulphate
Loamy;705;4206;122;11;101;60;83;3552;7071;61357;Rice;Flowering;Kharif;Drip;Tomato;South;9917;326;NPK
Clay;515;1322;118;237;72;20;78;1413;8435;295751;Sugarcane;Sowing;Kharif;Rainfed;Potato;West;26629;141;DAP
Clay;812;4669;14;237;83;15;41;1287;3605;83272;Sugarcane;Vegetative;Zaid;Rainfed;Tomato;East;29118;757;DAP
Sandy;656;3695;48;222;128;21;75;3908;4959;19763;Maize;Sowing;Zaid;Sprinkler;Sugarcane;East;18283;572;DAP
Clay;511;1993;128;259;76;34;117;2873;8836;77557;Potato;Sowing;Kharif;Sprinkler;Rice;West;11066;408;DAP
Silt;819;3698;138;214;80;35;66;376;4351;85428;Potato;Flowering;Zaid;Drip;Potato;West;28282;19;DAP
Sandy;753;1915;71;194;44;67;70;3719;3357;159586;Potato;Flowering;Kharif;Sprinkler;Tomato;West;28099;14;Urea
Sandy;743;3194;61;143;97;89;14;2959;333;156546;Rice;Harvest;Rabi;Sprinkler;Sugarcane;South;8289;612;MOP
Sandy;734;4998;144;145;46;45;94;2885;4652;200928;Sugarcane;Sowing;Rabi;Canal;Maize;East;28962;759;Urea
Sandy;53;331;102;128;118;45;27;208;5969;67097;Potato;Flowering;Zaid;Rainfed;Potato;North;12586;719;MOP
Silt;534;1743;69;19;47;30;57;1447;4613;9356;Potato;Harvest;Rabi;Canal;Sugarcane;South;16055;439;Urea
Sandy;725;4619;123;128;153;58;49;306;4685;194761;Cotton;Sowing;Rabi;Drip;Wheat;North;18838;307;Compost
Clay;538;1934;6;53;60;69;77;3454;7989;47273;Rice;Sowing;Rabi;Sprinkler;Cotton;Central;13261;20;Compost
Silt;625;4693;43;41;78;71;105;2634;7602;274611;Potato;Sowing;Rabi;Canal;Wheat;South;6615;327;MOP
Loamy;763;3397;91;278;97;28;109;1153;4865;70064;Wheat;Harvest;Zaid;Canal;Rice;Central;22931;669;DAP
Loamy;764;3269;94;17;68;20;65;1435;5069;142751;Cotton;Sowing;Rabi;Sprinkler;Tomato;North;24248;607;DAP
Clay;631;5257;127;41;127;87;13;1306;8818;50422;Sugarcane;Vegetative;Rabi;Drip;Rice;East;18279;757;MOP
Clay;767;4543;79;139;119;89;26;2973;8701;211754;Sugarcane;Vegetative;Kharif;Sprinkler;Sugarcane;South;15758;234;MOP
Silt;785;1165;126;86;24;12;61;2694;8839;111538;Sugarcane;Harvest;Rabi;Drip;Rice;East;2318;216;Urea
Loamy;712;2481;6;128;30;66;72;240;8635;40619;Maize;Vegetative;Kharif;Rainfed;Maize;Central;2986;513;Urea
Loamy;541;5355;95;44;105;78;51;263;6769;185938;Tomato;Harvest;Rabi;Rainfed;Maize;West;28308;59;Compost
Loamy;56;1092;47;48;59;62;42;1828;485;294587;Maize;Sowing;Rabi;Canal;Potato;East;19069;349;Urea
Loamy;576;3726;7;242;133;75;95;3414;8817;263849;Wheat;Sowing;Kharif;Drip;Wheat;South;25434;54;MOP
Loamy;497;4639;131;23;89;21;27;1986;7457;21681;Wheat;Flowering;Rabi;Rainfed;Potato;West;10504;638;DAP
Sandy;559;4109;48;4;89;71;36;2933;7267;23542;Tomato;Vegetative;Kharif;Drip;Potato;East;14319;599;MOP
Clay;534;4803;125;204;129;54;88;2173;7786;260762;Cotton;Flowering;Zaid;Rainfed;Maize;South;29018;248;Compost
Sandy;632;4628;57;187;39;66;70;1216;6591;271085;Wheat;Harvest;Zaid;Sprinkler;Cotton;West;18889;506;Urea
Loamy;813;446;24;217;151;11;34;1771;650;30639;Cotton;Vegetative;Zaid;Drip;Tomato;Central;18481;484;DAP
Silt;492;5108;34;148;32;64;70;3895;5168;54268;Potato;Flowering;Zaid;Sprinkler;Rice;Central;1103;526;Urea
Silt;738;4228;117;88;68;28;19;1572;3904;14641;Rice;Flowering;Rabi;Rainfed;Rice;East;17322;412;DAP
Loamy;725;3012;54;202;95;70;89;1315;5631;132578;Maize;Harvest;Zaid;Drip;Potato;North;9198;501;DAP
Loamy;488;336;105;118;28;33;13;1873;6104;102438;Potato;Vegetative;Kharif;Canal;Cotton;South;23321;383;Urea
Silt;819;4584;111;73;78;14;40;3634;8267;75417;Sugarcane;Harvest;Rabi;Canal;Tomato;East;26821;694;DAP
Sandy;677;5382;65;129;135;35;41;1918;541;17375;Cotton;Vegetative;Kharif;Rainfed;Potato;East;24343;281;DAP
Sandy;595;2361;82;231;22;44;33;2252;8298;23597;Wheat;Flowering;Zaid;Sprinkler;Tomato;North;810;166;Urea
Loamy;753;271;72;148;30;28;68;193;4905;282371;Rice;Flowering;Kharif;Canal;Wheat;East;19043;233;Urea
Sandy;553;5654;143;97;24;40;27;3967;8668;104308;Wheat;Flowering;Zaid;Canal;Maize;West;14156;583;Urea
Silt;727;3893;62;251;132;53;105;400;3234;216905;Sugarcane;Harvest;Rabi;Sprinkler;Tomato;West;13121;313;Compost
Sandy;466;1895;44;266;101;28;101;2448;6152;240693;Rice;Harvest;Kharif;Rainfed;Maize;Central;24917;282;DAP
Loamy;786;4318;68;136;144;21;84;3354;493;153829;Wheat;Vegetative;Zaid;Canal;Rice;North;16998;286;DAP
Silt;629;5954;107;119;153;44;81;166;4766;277907;Cotton;Harvest;Zaid;Drip;Wheat;Central;26199;149;SSP
Sandy;705;5117;111;188;105;67;74;2123;3476;26434;Potato;Harvest;Rabi;Canal;Tomato;West;15142;767;DAP
Clay;538;4729;14;27;61;81;11;3038;7088;272135;Wheat;Sowing;Zaid;Sprinkler;Tomato;West;18609;342;MOP
Silt;721;204;135;21;62;34;30;1859;5355;269901;Maize;Flowering;Zaid;Sprinkler;Sugarcane;Central;13007;551;DAP
Silt;759;5381;57;237;44;34;92;1674;8694;5836;Tomato;Sowing;Kharif;Rainfed;Sugarcane;East;14978;609;Urea
Clay;639;3629;79;125;37;22;51;3767;7275;143038;Tomato;Vegetative;Zaid;Sprinkler;Tomato;Central;22129;364;Urea
Clay;697;5446;117;61;125;51;103;1733;5657;164441;Tomato;Flowering;Kharif;Rainfed;Maize;South;12087;712;NPK
Silt;633;2649;139;18;20;24;113;1178;6764;132553;Maize;Vegetative;Zaid;Drip;Rice;Central;29938;599;Urea
Clay;808;131;64;195;34;32;34;3253;3396;270756;Rice;Sowing;Kharif;Rainfed;Maize;West;25398;142;Urea
Loamy;649;338;78;88;53;37;62;173;6535;219636;Maize;Vegetative;Zaid;Drip;Maize;West;8012;674;Urea
Loamy;787;2349;137;145;21;22;18;2351;6997;5458;Wheat;Harvest;Zaid;Sprinkler;Wheat;West;10756;254;Urea
Loamy;771;4576;67;122;129;84;51;1335;3637;279422;Sugarcane;Flowering;Kharif;Canal;Cotton;South;21813;378;Compost
Silt;614;5786;82;61;70;53;37;1206;7095;32928;Maize;Flowering;Zaid;Sprinkler;Maize;North;9362;793;MOP
Clay;542;4455;138;157;65;87;46;2381;5844;186787;Cotton;Vegetative;Kharif;Canal;Wheat;East;5159;282;Compost
Clay;612;5435;124;143;116;61;70;2011;5878;166353;Wheat;Vegetative;Kharif;Drip;Rice;Central;21221;753;NPK
Sandy;78;3265;52;191;125;44;68;2518;7341;40274;Tomato;Flowering;Rabi;Canal;Sugarcane;East;1085;644;MOP
Sandy;541;4858;62;83;33;56;41;3897;5699;214836;Maize;Vegetative;Zaid;Canal;Maize;South;9392;607;Urea
Clay;66;5215;66;72;36;44;50;2222;4406;289518;Potato;Vegetative;Rabi;Rainfed;Cotton;Central;21947;794;Urea
Clay;772;4554;139;246;141;59;84;2808;479;148365;Rice;Flowering;Rabi;Sprinkler;Potato;North;15205;727;NPK
Clay;591;3539;15;214;126;49;94;1293;743;163892;Tomato;Vegetative;Zaid;Canal;Maize;West;28546;695;NPK
Silt;707;4129;121;234;31;86;33;3658;3426;127487;Sugarcane;Vegetative;Rabi;Canal;Maize;West;11662;138;Urea
Clay;548;4503;83;46;150;79;74;3418;8045;26506;Sugarcane;Flowering;Zaid;Canal;Wheat;South;11156;366;Compost
Sandy;494;2265;21;75;94;51;89;2567;6493;279783;Sugarcane;Harvest;Rabi;Sprinkler;Potato;Central;19105;335;Compost
Silt;768;5048;111;177;62;24;97;155;7362;131184;Sugarcane;Sowing;Zaid;Rainfed;Rice;South;17331;148;DAP
Clay;49;5752;71;259;152;69;19;2278;5062;269445;Cotton;Harvest;Zaid;Sprinkler;Rice;West;7395;181;MOP
Sandy;559;3326;102;269;46;67;105;1892;4336;77224;Maize;Harvest;Kharif;Sprinkler;Cotton;North;20175;579;Urea
Silt;792;4505;99;251;146;78;101;3984;7827;148206;Sugarcane;Harvest;Rabi;Rainfed;Cotton;Central;23505;666;Zinc Sulphate
Clay;589;4685;83;23;75;42;59;2473;3613;90537;Cotton;Vegetative;Zaid;Canal;Tomato;East;9903;532;NPK
Clay;839;4311;143;248;123;49;106;2267;3995;82693;Cotton;Harvest;Kharif;Sprinkler;Cotton;North;11337;646;Zinc Sulphate
Clay;842;3736;23;271;99;11;72;1507;471;25996;Sugarcane;Sowing;Rabi;Sprinkler;Potato;North;665;522;DAP
Silt;557;5408;113;26;87;42;111;1717;5107;219984;Potato;Harvest;Kharif;Sprinkler;Cotton;South;9723;60;DAP
Sandy;466;3245;73;131;110;34;95;3135;4222;38735;Sugarcane;Vegetative;Zaid;Rainfed;Sugarcane;South;14613;607;DAP
Sandy;732;1306;113;166;34;68;74;2605;8476;232076;Cotton;Harvest;Kharif;Rainfed;Cotton;East;21739;667;Urea
Loamy;63;5223;108;77;45;36;108;2074;3163;18042;Cotton;Flowering;Zaid;Drip;Tomato;Central;1769;318;Urea
Clay;49;437;21;16;29;65;67;1891;7821;240352;Rice;Flowering;Rabi;Canal;Tomato;West;9651;653;Urea
Loamy;733;5246;57;267;117;34;118;1602;5466;186133;Cotton;Vegetative;Zaid;Rainfed;Tomato;West;7859;45;DAP
Loamy;462;1693;45;261;121;14;85;1102;8017;125673;Tomato;Vegetative;Kharif;Canal;Wheat;South;17379;773;DAP
Sandy;798;1154;42;283;155;71;55;3931;7776;158594;Rice;Harvest;Rabi;Drip;Rice;West;28895;215;Zinc Sulphate
Silt;505;5672;115;15;99;52;98;3259;3726;59655;Potato;Harvest;Kharif;Drip;Rice;North;12875;791;Compost
Silt;501;1739;51;129;51;77;37;3784;6998;10697;Wheat;Sowing;Kharif;Rainfed;Wheat;North;8914;164;Urea
Sandy;52;5048;82;203;40;87;90;2238;5271;26253;Wheat;Harvest;Kharif;Sprinkler;Rice;Central;25687;519;Urea
Silt;834;5116;52;131;115;45;89;3608;7926;133744;Rice;Flowering;Kharif;Drip;Rice;Central;12164;578;Zinc Sulphate
Loamy;727;4544;95;22;64;19;105;1769;8106;45547;Wheat;Harvest;Rabi;Drip;Sugarcane;North;7676;73;DAP
Clay;771;1656;114;219;31;31;68;253;4134;204973;Cotton;Harvest;Rabi;Drip;Potato;Central;29762;632;Urea
Sandy;609;4337;63;91;122;37;118;1607;5872;275512;Tomato;Sowing;Kharif;Drip;Sugarcane;West;1034;167;DAP
Clay;585;5445;98;24;93;57;13;3311;6566;227389;Cotton;Harvest;Kharif;Drip;Potato;East;1369;532;MOP
Silt;544;3128;127;16;89;69;50;2493;6264;78081;Sugarcane;Flowering;Zaid;Rainfed;Potato;North;9836;591;Compost
Clay;642;3068;32;28;56;72;69;2609;4511;161983;Maize;Harvest;Zaid;Sprinkler;Cotton;South;28787;242;Urea
Silt;671;3214;112;83;131;11;71;3578;4635;219351;Sugarcane;Harvest;Rabi;Drip;Cotton;Central;22012;56;DAP
Silt;703;1411;62;14;150;32;20;3218;8149;245595;Sugarcane;Flowering;Rabi;Sprinkler;Maize;North;23467;164;DAP
Loamy;553;546;36;286;88;60;29;3899;3196;99243;Maize;Sowing;Zaid;Drip;Sugarcane;East;7558;199;MOP
Silt;829;5346;91;146;117;89;99;2216;4574;153582;Rice;Sowing;Kharif;Rainfed;Wheat;South;21804;353;Zinc Sulphate
Loamy;518;599;49;33;52;37;16;2384;4338;49215;Cotton;Flowering;Kharif;Sprinkler;Wheat;West;18012;237;Urea
Loamy;836;3926;127;17;55;87;104;2846;5224;223381;Maize;Vegetative;Kharif;Rainfed;Maize;West;16928;102;Urea
Loamy;456;4756;26;36;22;10;71;236;7117;141727;Potato;Vegetative;Kharif;Canal;Sugarcane;West;17704;535;Urea
Sandy;642;2013;33;38;150;24;16;2259;6194;31674;Cotton;Harvest;Rabi;Canal;Sugarcane;West;20732;424;DAP
Sandy;583;4338;88;257;125;24;73;2022;6244;168238;Tomato;Vegetative;Zaid;Sprinkler;Wheat;South;7082;256;DAP
Silt;63;4249;97;94;47;52;67;3496;7388;241589;Rice;Flowering;Rabi;Rainfed;Sugarcane;East;19686;249;Urea
Loamy;678;5506;115;207;156;14;13;260;7873;32442;Wheat;Flowering;Kharif;Sprinkler;Cotton;Central;17149;515;DAP
Sandy;624;5154;54;158;45;81;81;2822;3959;132931;Sugarcane;Flowering;Kharif;Canal;Sugarcane;East;14232;175;Urea
Loamy;616;5692;129;74;29;47;23;1612;3648;154923;Sugarcane;Vegetative;Rabi;Rainfed;Sugarcane;South;18796;274;Urea
Clay;743;5344;144;16;128;72;95;1755;4807;299874;Cotton;Sowing;Rabi;Sprinkler;Potato;South;14083;129;Compost
Clay;724;5343;85;3;81;52;32;2019;7965;8124;Maize;Vegetative;Kharif;Sprinkler;Wheat;West;8475;636;MOP
Clay;783;1319;119;111;115;60;98;2396;625;249364;Wheat;Harvest;Kharif;Drip;Sugarcane;West;6635;783;Zinc Sulphate
Silt;55;523;88;162;105;87;45;1132;3857;60858;Potato;Flowering;Kharif;Rainfed;Rice;Central;8065;286;MOP
Loamy;694;4037;29;76;68;35;99;3665;3982;289921;Cotton;Vegetative;Kharif;Sprinkler;Sugarcane;East;2139;425;DAP
Clay;684;2902;62;201;24;55;33;3711;839;105877;Tomato;Flowering;Rabi;Rainfed;Wheat;Central;23705;406;Urea
Sandy;598;1283;31;25;92;21;91;2985;5202;60758;Potato;Flowering;Rabi;Canal;Tomato;Central;21812;479;DAP
Clay;644;4388;149;151;63;21;30;1948;4532;126891;Sugarcane;Sowing;Rabi;Sprinkler;Rice;North;5191;363;DAP
Clay;576;2641;5;217;140;38;72;2156;7162;2426;Cotton;Sowing;Rabi;Sprinkler;Cotton;North;18256;193;DAP
Clay;507;3339;103;135;26;70;56;3202;8165;50483;Cotton;Harvest;Kharif;Canal;Tomato;North;5323;274;Urea
Silt;536;4409;57;264;39;50;78;1859;5654;158922;Sugarcane;Flowering;Kharif;Sprinkler;Rice;East;6614;658;Urea
Sandy;492;5559;105;193;127;29;24;2827;7747;283375;Wheat;Vegetative;Zaid;Drip;Sugarcane;West;6814;519;DAP
Loamy;723;5127;47;288;83;55;40;3719;558;144579;Cotton;Vegetative;Kharif;Sprinkler;Sugarcane;East;7642;148;NPK
Sandy;714;3253;122;92;62;39;99;2231;7149;204864;Potato;Harvest;Rabi;Canal;Maize;North;5951;251;DAP
Loamy;83;2939;34;282;63;48;13;2761;6449;217981;Maize;Sowing;Rabi;Rainfed;Cotton;South;659;38;MOP
Silt;742;2199;136;186;36;49;13;3786;8367;30237;Maize;Flowering;Kharif;Drip;Wheat;West;23107;552;Urea
Silt;471;2862;129;226;58;60;53;2022;495;110183;Rice;Sowing;Rabi;Sprinkler;Wheat;East;17279;649;Urea
Silt;804;1555;108;272;118;11;70;3279;7623;299173;Rice;Sowing;Kharif;Sprinkler;Wheat;North;28877;509;DAP
Silt;795;5856;29;17;58;74;72;3265;7104;21962;Rice;Flowering;Zaid;Sprinkler;Maize;North;19013;73;Urea
Loamy;627;387;47;26;58;37;92;3785;8033;151648;Tomato;Sowing;Zaid;Drip;Wheat;South;2924;664;Urea
Clay;684;1639;132;167;35;60;35;3576;6645;254485;Maize;Vegetative;Kharif;Sprinkler;Rice;West;12508;434;Urea
Loamy;84;2764;36;184;72;17;59;3246;5761;100755;Wheat;Sowing;Zaid;Rainfed;Cotton;North;15782;61;DAP
Sandy;663;3735;4;139;125;40;42;291;3297;299056;Cotton;Flowering;Zaid;Drip;Sugarcane;South;20933;213;NPK
Silt;812;3664;91;52;29;48;13;1724;8038;15611;Maize;Harvest;Zaid;Sprinkler;Tomato;South;2052;343;Urea
Silt;483;1178;56;171;21;69;66;3012;846;275919;Rice;Harvest;Zaid;Drip;Potato;West;5074;115;Urea
Sandy;526;5754;49;293;21;86;71;1829;5698;167932;Rice;Vegetative;Kharif;Rainfed;Wheat;North;17547;619;Urea
Loamy;626;2377;95;238;33;25;111;232;4334;13134;Tomato;Vegetative;Zaid;Rainfed;Tomato;North;1605;752;Urea
Clay;684;1081;68;227;70;32;97;3129;6883;218828;Cotton;Harvest;Kharif;Sprinkler;Cotton;West;10313;364;DAP
